Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
1117,101,2012-04-04 20:09:39.227,LanceLafontaine,2012-09-02 19:49:34.083,http://gravatar.com/lancelafontaine,"Montreal, Canada",22,"<p>Hi there! My name is <a href=""http://en.gravatar.com/lancelafontaine"" rel=""nofollow"">Lance Lafontaine</a>. </p>  <p>I am a student at <a href=""http://www.concordia.ca/"" rel=""nofollow"">Concordia University</a> in <a href=""http://www.cse.concordia.ca/"" rel=""nofollow"">software engineering</a>, with a previous degree in molecular biology. I enjoy all things tech, science and startups, but I especially love web development, open source software, and camping (outdoors). </p>  <p>Chat with me <a href=""https://twitter.com/LanceLafontaine"" rel=""nofollow"">@LanceLafontaine</a> or lance.lafontaine92@gmail.com, I love meeting new people in virtual <em>and</em> physical settings.</p>",0,2,0
1118,101,2012-04-05 11:10:14.717,Atilla Ozgur,2014-03-17 08:00:12.507,NULL,"Ankara, Turkey",NULL,"<p>I consider myself web application programmer and a database developer. Although I started programming in 1991, I have 10 years of professional experience. I have 3 years of Project Management and Team Leading experience. I have experience in several web application development platforms and Database Systems. I have numerous Microsoft certifications (MCSD,MCPD,MCT..). I am certified in Oracle (11g) and Sql Server (2000-2008) Databases. I have Electrical Engineering BS, Compuer Engineering ,MS. I pursue PHD degree in Electrical Engineering (Machine Learning , Intrusion Detection)</p>",0,10,0
1119,1,2012-04-05 11:14:25.333,vijay,2012-11-14 06:46:30.267,NULL,NULL,NULL,NULL,1,0,0
1120,101,2012-04-05 14:21:29.950,Nikita Prokopov,2012-04-10 15:29:34.513,http://www.ongoodfilms.ru/,"Novosibirsk, Russia",29,"<p><strike>Java developer</strike> Not Java, but Erlang, Clojure, Python &amp; Fantom developer for now, from <strike>Novosibirsk</strike> Ulyanovsk, Russia! And a freelance UX designer.</p>",0,1,0
1121,101,2012-04-05 15:57:00.983,andol,2012-04-05 15:57:00.983,http://blog.bogosity.se/,"Linköping, Sweden",34,NULL,0,0,0
1122,101,2012-04-05 17:41:58.663,shadyabhi,2012-04-05 18:24:17.960,http://blog.abhijeetr.com,India,25,NULL,0,0,0
1123,1,2012-04-05 17:48:44.090,Jamal,2012-04-05 17:48:44.090,NULL,NULL,NULL,NULL,0,0,0
1124,161,2012-04-05 19:16:26.670,LudoMC,2012-07-29 17:56:04.197,http://www.linkedin.com/in/ludovicrusso,"Monaco, Monaco",37,<p>Former Java developer (now Software Architect &amp; Technology Manager) having to learn a little bit of MS .NET (mainly C#) but also personally wanting to learn Mac development (Objective-C / Cocoa) as well as iPhone development on a hobby level.</p>,6,0,0
1125,707,2012-04-05 20:19:56.060,hexparrot,2014-09-09 00:27:45.147,http://minecraft.codeemo.com,phoenix,NULL,NULL,31,133,33
1126,1,2012-04-06 00:21:04.543,Francesco Corvi,2012-04-06 00:21:04.543,http://www.about.me/francescocorvi,NULL,NULL,"<p>Francesco Corvi</p>  <p>fcorvi@lowellgeneral.org fracorvi@gmail.com</p>  <p>Dr. Francesco Corvi MD practices internal medicine in Lowell, Massachusetts. Dr. Corvi graduated with an MD 25 years ago. Specialties: Internal Medicine - Board Certified  </p>  <p>State License: Massachusetts Years Since Graduation: 25</p>",0,0,0
1127,1,2012-04-06 06:42:34.850,user1314448,2012-04-06 23:37:34.447,NULL,NULL,NULL,NULL,0,0,0
1128,41,2012-04-06 10:47:24.257,Duminda Rathanayaka,2012-04-06 10:47:24.257,NULL,NULL,NULL,NULL,6,0,0
1129,101,2012-04-06 15:20:25.510,MPelletier,2014-08-13 20:40:05.500,http://yourcodeisshowing.wordpress.com,"Quebec City, Canada",37,"<p>Developer with 8 years experience. I work with J, C, C++, C#, SQLite, MySQL, VBA, and a bunch of other odds and ends.<p></p>  <p>On Twitter: <a href=""http://twitter.com/MPProg"" rel=""nofollow"">@MPProg</a></p></p>",0,0,0
1130,101,2012-04-06 22:14:30.713,ricmarques,2014-08-19 18:00:40.047,http://twitter.com/ricmarques,Portugal,37,"<p>Nowadays, professionally I'm mainly a Linux server admin (mostly SUSE - openSUSE and SLES) of Testing, Development and Production servers (both physical servers and virtual machines - usually VMware). So, I work regularly with VMware products, namely vSphere (ESXi 4.1 and vCenter Server 4.1). </p>  <p>My netbook runs Ubuntu and sometimes I ""play"" with Debian systems.</p>  <p>The coding that I do is mostly in Perl and ""shell scripts"" (for the ""bash"" shell) for automating system administration tasks in Linux servers. In ""previous lives"", I coded web applications in PHP for LAMP based projects and also in ASP (""Active Server Pages""), both ""classic ASP"" - ASP + VBScript - and ASP.Net - using C#</p>  <p><strong>Certifications:</strong><br> -  RHCE - ""Red Hat Certified Engineer""<br> -  VCP - ""VMware Certified Professional"" (""VCP4"" and ""VCP5"")</p>",0,7,0
1131,21,2012-04-07 04:33:13.607,Johny Fontaine,2012-04-07 04:33:13.607,NULL,NULL,NULL,NULL,1,0,0
1132,91,2012-04-07 06:18:14.380,L.T. Quinn,2012-04-07 06:18:14.380,http://ltquinn.blogspot.com,NULL,NULL,NULL,0,0,0
1133,246,2012-04-07 18:11:05.203,dvdrtrgn,2014-08-20 16:53:59.160,NULL,United States,NULL,"<p>David is a <a href=""http://en.wikipedia.org/wiki/Generation_X"" rel=""nofollow"">GenX</a>'r who loves great design, <a href=""http://en.wikipedia.org/wiki/Open_source"" rel=""nofollow"">open-source</a> software, and podcasts such as ""<a href=""http://themoth.org"" rel=""nofollow"">The Moth</a>"" and ""<a href=""http://wtfpod.com"" rel=""nofollow"">WTF</a>"". He is a member of <a href=""http://amnesty.org"" rel=""nofollow"">Amnesty International</a> and the <a href=""http://eff.org"" rel=""nofollow"">Electronic Frontier Foundation</a>. He is a gun owner, a contributor to <a href=""http://wikipedia.org"" rel=""nofollow"">Wikipedia</a>, and he is a micro-finance lender at <a href=""http://kiva.org"" rel=""nofollow"">kiva.org</a> -- ""loans that change lives"".</p>",3,0,0
1134,1109,2012-04-07 22:55:51.447,ray023,2014-08-29 15:46:50.313,NULL,Alabama,39,<p>coder. :P</p>,19,506,0
1135,153,2012-04-09 05:04:35.097,abhiii5459,2014-09-12 07:46:59.000,NULL,"Bangalore, India",25,"<p>I'm a Master's student in Computer Science. I majorly work on C,C++ and Python.  I know a fair amount of SQL,HTML and CSS as well. I have nothing against JAVA but it's not my preferred language for coding.</p>",4,0,0
1136,131,2012-04-09 08:14:32.770,Raj,2014-07-12 18:56:34.457,http://peringodan.blogspot.com,NULL,33,yet another software junkie,3,0,0
1137,101,2012-04-09 18:23:56.107,Pulkit Sethi,2012-05-01 18:10:00.540,http://www.pulkitsethi.com,NULL,30,NULL,0,1,0
1138,101,2012-04-09 18:52:53.847,Thomas Shields,2012-04-09 18:52:53.847,http://thomasshields.net,Georgia,20,"<p> I'm a reformed evangelical in the PCA and a member of <a href=""http://grace-pca.net"" rel=""nofollow"">Grace PCA</a>. I'm also a geek who likes Javascript, CSS, HTML, &amp; C#. I'm learning Python.</p>  <ul> <li>Email:      [me]at[firstname][lastname].net</li> <li><a href=""http://thomasshields.net"" rel=""nofollow"">Blog/Portfolio</a> </li> <li><a href=""https://github.com/thomas4g"" rel=""nofollow"">Github</a></li> <li><a href=""http://careers.stackoverflow.com/thomas4g"">Resume</a></li> </ul>  <p><a href=""http://stackexchange.com/users/371024/thomas-shields""><img src=""http://stackexchange.com/users/flair/371024.png"" width=""208"" height=""58"" alt=""profile for Thomas Shields on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for Thomas Shields on Stack Exchange, a network of free, community-driven Q&amp;A sites"" /></a></p>",0,2,0
1140,51,2012-04-10 03:34:32.930,Robert Schultz,2012-04-12 06:17:52.140,NULL,NJ,21,NULL,4,0,0
1141,101,2012-04-10 18:11:37.657,Waldheri,2012-05-03 18:20:20.547,NULL,NULL,NULL,NULL,0,0,0
1142,101,2012-04-10 19:35:22.277,artlung,2012-04-10 22:36:11.270,http://artlung.com/,"San Diego, CA",44,"<p>I am a web developer and some-time designer, blogger. Tech interests: PHP, MySQL, JavaScript, especially OO, jQuery, Flash, Open Source libraries of all kinds, WordPress, SilverStripe, Drupal, and more. I like to make web things.</p>  <p>You can reach me at joe@artlung.com</p>  <p>On twitter <a href=""http://twitter.com/artlung"" rel=""nofollow"">@artlung</a></p>  <p>See also: <a href=""http://joecrawford.com/"" rel=""nofollow"">joecrawford.com</a></p>",0,1,0
1143,11,2012-04-10 19:57:40.453,rudawg,2012-06-12 12:09:15.997,http://Douglas,Ireland,28,<p>Novice website developer</p>,1,0,0
1144,81,2012-04-10 20:22:21.500,JayCouture.com,2014-09-13 21:02:13.680,Http://JayCouture.com,"Mickey Mouse's Armpit, Florida",45,"<p>I am a part-time Internet Marketer and a full time Geek ""hobbyist"". I believe in social change, people power and sharing of the worlds resources and ideas, Ubuntu being a nice place to fit in these ideals! :) </p>  <p>Hobbies include, anything techie I don't have to assemble, metaphysics, holistic health, martial arts and the occult and esoteric fields. Favorite authors are Benjamin Creme, Alice Bailey, and Anthony Robbins.</p>",2,2,0
1145,1,2012-04-10 20:26:48.187,KIAaze,2012-04-10 20:45:39.300,NULL,NULL,NULL,NULL,0,0,0
1146,1040,2012-04-10 21:36:15.450,Michael Edenfield,2014-09-13 09:03:16.857,http://www.kutulu.org,Florida,39,NULL,6,8,0
1147,1,2012-04-11 03:06:45.820,Ademos,2014-08-11 16:46:01.153,NULL,NULL,NULL,NULL,0,0,0
1149,101,2012-04-11 11:22:25.823,dIvYaNsH sInGh,2013-01-03 19:17:11.643,NULL,"Kanpur, India",27,NULL,0,0,0
1150,101,2012-04-11 12:51:03.127,WernerCD,2014-09-01 19:10:29.180,http://wernercd.com,Delaware,35,<p>Data Analyst Programmer (Primarily C#)</p>,2,2,0
1151,101,2012-04-11 13:50:01.667,Anonymous Mohit,2014-04-26 14:45:24.780,NULL,"Allahabad, India",26,"<hr>  <h1>Know Me, Know Life</h1>  <h1>No Me, No Life</h1>  <hr>  <p><a href=""http://stackexchange.com/users/1256349/mind-hunter-photon""><img src=""http://stackexchange.com/users/flair/1256349.png"" /></a></p>  <hr>  <h1>Know more <a href=""http://about.me/mkesarwani"" rel=""nofollow"">about me</a></h1>  <h3><a href=""http://about.me/mkesarwani"" rel=""nofollow"">About Me</a>  <a href=""http://twitter.com/mohit_kesarwani"" rel=""nofollow"">Twitter</a>  <a href=""http://facebook.com/mohitkesarwani"" rel=""nofollow"">Facebook</a> <a href=""http://in.linkedin.com/in/mphoton"" rel=""nofollow"">LinkedIn</a></h3>  <p>or User your <strong>QR Scanner</strong> to know more about me</p>  <p><img src=""http://i.stack.imgur.com/Ma979.png"" alt=""Qr Code With my details""></p>  <h1><a href=""http://mohitinfotech.com"" rel=""nofollow"">Mohit Infotech India</a></h1>  <h2><a href=""http://facebook.com/mohitinfotech"" rel=""nofollow"">Mohit Infotech @ Facebook</a></h2>  <h2><a href=""http://twitter.com/mohitinfotech"" rel=""nofollow"">Mohit Infotech @ Twitter</a></h2>  <p>Working as a <code>ASP.NET</code> and <code>Android Developer</code>, Have reasonable experience with <code>PHP web development.</code></p>  <p><code>Coding is my passion</code>, whether it is hardware or software.</p>  <p>I am for sustainability, trying as best as possible to create and innovate to make how I live productive so the future generations can live without fear of a non sustainable future.</p>  <p>Stack Overflow makes me a better programmer while I can offer my own help to make others better programmers.</p>  <p>Last but not the least</p>  <h2>I am a <strong>common man</strong>. Just, another common man. And now, I wont sit quiet, I will do whatever I can... I cannot reach publications, I will create my own way of publicity, I cannot reach their government, I will make sure, my message is reached. I cannot make my future anymore but, this is not the future, I will give to my children. I am a <strong><em><code>HACKER</code></em></strong> and nothing can compromise me, not any more... I will <em>fight</em>, I will <em>destroy</em>, I will hit and hit it hard, where it hurts the most; I am not a <code>warrior</code> with <code>guns</code> but <code>brains</code>, I am called, an</h2>  <h1><strong><code>Indian Cyber Warrior!...........</code></strong></h1>",0,0,0
1152,101,2012-04-12 07:57:53.450,Alastair Montgomery,2012-04-12 07:57:53.450,http://www.twitter.com/alastair_hm,United Kingdom,44,"<p>Seem to be the Jack of all programming trades these days, know a little bit of everything, enough to be dangerous anyway.</p>",0,1,0
1153,101,2012-04-12 13:30:02.740,My Other Me,2012-04-12 13:30:02.740,NULL,NULL,36,NULL,0,0,0
1154,151,2012-04-12 15:06:50.050,Gortron,2014-02-14 18:36:13.100,http://murrion.com,Ireland,NULL,NULL,0,0,0
1156,101,2012-04-12 17:03:30.510,gok,2012-04-12 17:03:30.510,NULL,NULL,NULL,NULL,0,0,0
1157,103,2012-04-12 17:33:42.733,Zameer Manji,2014-04-09 15:00:26.233,http://www.zameermanji.com,Canada,23,NULL,0,2,0
1158,1,2012-04-13 04:53:24.187,Rahul Nawani,2012-04-13 04:53:24.187,NULL,NULL,NULL,NULL,0,0,0
1159,171,2012-04-13 07:20:15.907,Corbin,2014-08-20 04:09:13.697,NULL,Arkansas,22,"<p>Pursuing a degree in computer science by day, spending way too much time on StackExchange by night.</p>",11,37,0
1160,238,2012-04-14 00:47:47.360,Eve,2012-04-18 10:44:43.133,NULL,NULL,NULL,"<p>just a geek girl, trying to do her job and have fun.</p>",0,0,0
1161,101,2012-04-14 05:49:08.380,Joe,2012-04-14 17:48:21.323,NULL,NULL,NULL,"<p>I am an undergraduate who is fascinated with maths and physics (and its daily uses!).  I am majoring in Math and Computer Science.</p>  <p>Other interests include coding, and quantitative finance.</p>  <p>Here are some very useful posts on various topics:</p>  <p><a href=""http://meta.math.stackexchange.com/questions/1868/list-of-generalizations-of-common-questions"">List of Generalizations of Common Questions</a></p>  <p><a href=""http://math.stackexchange.com/questions/29163/integral-int-sqrt25-x2dx?rq=1"">Trig Substitutions</a></p>  <p><a href=""http://math.stackexchange.com/questions/20963/integration-by-partial-fractions-how-and-why-does-it-work/21112#21112"">Integration by partial fractions; how and why does it work?</a></p>",3,0,0
1162,101,2012-04-14 07:49:17.620,Nata2ha Mayan2,2012-04-26 23:28:14.637,NULL,NULL,NULL,"<p>I'm relatively new at scripting so I'm a little green, but learning really quickly. </p> I spend to much time drawing and reading and sculpting, but I'm trying to work in programming as well.</p>PS- just though I'd point this out --> I'm a <em>girl</em>.</p>:)</p></p>Current Project:</p>   well, it's taking way to long, but a html5 video player that's fully compatible with iOS5 :3</p>",0,0,0
1163,1,2012-04-14 13:04:15.010,a griffin,2012-04-14 13:19:30.130,NULL,NULL,NULL,NULL,4,0,0
1164,148,2012-04-14 15:18:29.607,user1009013,2014-03-06 09:12:05.903,NULL,Belgium,22,NULL,5,1,0
1165,101,2012-04-14 17:18:26.963,Mike,2012-08-03 18:36:25.207,NULL,NULL,NULL,NULL,4,1,0
1166,101,2012-04-14 17:44:42.343,SolutionYogi,2014-05-07 18:20:30.797,http://solutionyogi.com,New Jersey,34,"<p>I am a developer, not a programmer. More on my website.</p>",0,6,0
1167,101,2012-04-14 21:15:29.240,jorgebg,2012-04-14 21:15:29.240,http://www.nearforums.com,"Madrid, Spain",NULL,"<p>Software Engineer at Datastax.</p>  <p>Born in Argentina, I live in Spain since 2004. </p>  <p>With more than 12 years of professional software engineering experience, I love what I do!</p>  <p>I'm the founder of the open source projects <a href=""http://nearforums.codeplex.com/"" rel=""nofollow"">Nearforums</a> and <a href=""https://github.com/jorgebay/node-cassandra-cql"" rel=""nofollow"">node-cassandra-cql</a>.</p>  <p><a href=""http://twitter.com/jorgebg"" rel=""nofollow"">@jorgebg</a></p>",0,0,0
1168,101,2012-04-15 05:04:47.387,Smi,2012-04-15 05:04:47.387,NULL,Finland,24,NULL,0,0,0
1169,101,2012-04-15 14:34:24.797,Blem,2013-10-12 12:10:43.850,http://www.blem.org,Denmark,31,<p>I enjoy making things that people can use. Working as a Developer for a consulting firm focusing on solutions for the danish tax agency.</p>,0,0,0
1170,71,2012-04-15 16:05:47.560,The Dude,2012-04-15 17:37:26.947,NULL,NULL,NULL,NULL,2,0,0
1171,101,2012-04-15 18:47:19.597,Jitendra Vyas,2013-12-30 03:33:53.030,NULL,"Bangalore, India",NULL,"<p>Hi, I am Jitendra a front-end developer from India specializing in web standards, accessibility, and usability based development.</p>  <p>Email: <a href=""http://scr.im/jitendra"" rel=""nofollow"">http://scr.im/jitendra</a></p>  <p>Twitter: <a href=""http://twitter.com/jitendravyas"" rel=""nofollow"">http://twitter.com/jitendravyas</a></p>  <p>Linkedin: <a href=""http://in.linkedin.com/in/jitendravyas"" rel=""nofollow"">http://in.linkedin.com/in/jitendravyas</a></p>  <p>Don't be afraid to ask for help. It shows strength, not weakness.</p>",1,0,0
1172,874,2012-04-16 07:35:24.243,saurabhj,2014-09-02 00:42:07.717,http://www.saurabhj.com,"Pune, India",30,Ummm ...,14,290,1
1174,101,2012-04-16 14:13:16.650,Oliver G,2012-08-08 21:30:52.190,http://olivergwyther.com,"London, UK",26,"<p>Freelance IT Consultant with experience in Web Development and associative fields, formerly IT Director for a Post Production/Animation Studio.</p>",2,0,0
1175,1,2012-04-16 14:50:56.737,tinym,2012-04-16 14:50:56.737,http://about.me/tinym,USA,NULL,"<p>Web developer &amp; freelance writer. Find me on <a href=""http://plus.google.com/+MichelleGreenlee?rel=%22author%22"" rel=""nofollow"">Google+</a>.</p>",0,0,0
1176,1,2012-04-16 15:10:31.690,zielak,2013-12-06 23:49:02.023,NULL,NULL,NULL,NULL,0,0,0
1177,16,2012-04-16 21:05:11.640,Carla,2012-04-16 21:05:11.640,NULL,NULL,NULL,NULL,3,0,0
1178,101,2012-04-16 22:08:51.443,thunsaker,2012-04-16 22:08:51.443,http://thomashunsaker.com,"Avondale, AZ",30,"<p>Father, husband, programmer, gamer.</p>",0,2,0
1179,101,2012-04-17 17:24:26.827,stoicfury,2012-04-17 17:24:26.827,http://stoicfury.com,Silicon Valley,28,"<p>Your friendly neighborhood <a href=""http://philosophy.stackexchange.com/"">Philosophy</a> Mod. :)</p>  <p><strong>Research Psychologist</strong> and <strong>HF Engineer</strong> at <a href=""http://www.nasa.gov/"" rel=""nofollow"">NASA</a>.<br> Background in <strong>Psychology</strong>, <strong>Philosophy</strong>, and <strong>Computer Science</strong>. </p>  <p><strong>Interests / areas of study:</strong><br> <em>artificial intelligence</em>, <em>linguistics</em>, <em>natural language processing</em>, <em>evolutionary psychology</em>, <em>persuasion</em>, <em>perception</em>, <em>developmental psychology</em>, <em>cognitive neuroscience</em>, <em>philosophy of mind</em>, <em>philosophy of religion</em>, <em>perception/phenomenology</em>, <em>Kant</em>, <em>Hume</em>, <em>Buddha</em>.</p>  <p><a href=""http://youtu.be/rDiUVS_-4_Q"" rel=""nofollow"">The Future Is Ours</a></p>",0,0,0
1180,148,2012-04-17 21:45:14.810,SLC,2014-09-08 16:58:47.027,NULL,United Kingdom,31,"<p>Hello!</p>  <p>I'm an aspiring .NET developer trying to get by in a cruel world of runtime errors. </p>  <p>My order of conundrum solving is first to search google, second to check MSDN, and thirdly to search stackoverflow.</p>  <p>If stackoverflow doesn't have the answer already, and I'm really stumped (or pressed for time on a tight deadline), I'll ask the question and hope that other people find it useful too.</p>",3,2,0
